incident_id,timestamp,service_criticality,customer_impact_pct,affected_services,error_rate_pct,latency_increase_pct,recent_deploy,repeat_incident_30d,monitoring_confidence,is_p1
INC-000604,2024-03-16 09:00:00,1,12.361,3,4.778,29.768,0,1,0.80293,0
INC-000605,2024-03-16 12:00:00,5,7.972,3,1.349,13.261,0,0,0.66137,0
INC-000606,2024-03-16 15:00:00,3,5.767,8,2.729,12.706,0,0,0.92467,0
INC-000607,2024-03-16 18:00:00,2,55.576,3,4.356,59.294,0,1,0.68687,0
INC-000608,2024-03-16 21:00:00,3,16.332,4,4.936,42.205,1,0,0.8014,0
INC-000609,2024-03-17 00:00:00,5,20.741,3,0.483,5.36,0,0,0.77027,0
INC-000610,2024-03-17 03:00:00,5,49.319,4,6.353,4.521,0,0,0.57202,0
INC-000611,2024-03-17 06:00:00,5,46.537,2,6.551,31.926,0,1,0.61639,0
INC-000612,2024-03-17 09:00:00,3,3.133,7,1.848,18.603,1,1,0.73727,0
INC-000613,2024-03-17 12:00:00,4,13.965,4,8.11,9.011,0,0,0.7151,0
INC-000614,2024-03-17 15:00:00,2,22.142,4,3.803,32.376,0,0,0.66558,0
INC-000615,2024-03-17 18:00:00,4,43.525,3,2.152,29.393,0,0,0.81519,0
INC-000616,2024-03-17 21:00:00,4,18.035,2,1.745,21.243,0,0,0.90333,0
INC-000617,2024-03-18 00:00:00,2,3.302,2,6.26,22.882,1,0,0.81086,0
INC-000618,2024-03-18 03:00:00,2,13.767,5,2.883,9.7,0,1,0.79637,0
INC-000619,2024-03-18 06:00:00,1,1.503,8,5.331,29.218,0,0,0.64375,0
INC-000620,2024-03-18 09:00:00,1,22.412,2,1.705,75.21,0,0,0.8281,0
INC-000621,2024-03-18 12:00:00,3,25.642,2,3.458,6.508,0,0,0.8263,0
INC-000622,2024-03-18 15:00:00,3,15.756,1,5.972,41.2,1,0,0.84817,0
INC-000623,2024-03-18 18:00:00,1,35.406,4,9.518,7.908,0,0,0.79442,0
INC-000624,2024-03-18 21:00:00,3,4.374,4,10.242,35.996,1,0,0.73661,0
INC-000625,2024-03-19 00:00:00,4,19.607,1,9.386,18.211,0,0,0.76073,0
INC-000626,2024-03-19 03:00:00,2,7.697,2,21.482,36.661,0,1,0.80099,0
INC-000627,2024-03-19 06:00:00,2,9.785,8,5.396,6.926,1,0,0.87937,0
INC-000628,2024-03-19 09:00:00,2,9.171,3,1.669,23.599,0,0,0.94299,0
INC-000629,2024-03-19 12:00:00,3,20.979,5,2.795,39.155,1,0,0.77614,0
INC-000630,2024-03-19 15:00:00,2,18.821,6,10.053,24.305,0,0,0.89691,0
INC-000631,2024-03-19 18:00:00,4,18.533,3,2.514,33.861,0,0,0.63472,0
INC-000632,2024-03-19 21:00:00,2,29.758,3,3.565,14.328,1,0,0.96201,0
INC-000633,2024-03-20 00:00:00,3,14.277,4,8.004,34.503,0,0,0.79378,0
INC-000634,2024-03-20 03:00:00,2,12.07,3,2.755,58.855,0,0,0.81297,0
INC-000635,2024-03-20 06:00:00,1,42.634,2,10.407,14.154,0,1,0.66307,0
INC-000636,2024-03-20 09:00:00,4,5.712,4,15.074,33.466,0,1,0.77017,0
INC-000637,2024-03-20 12:00:00,2,7.887,4,5.308,11.042,0,0,0.9167,0
INC-000638,2024-03-20 15:00:00,2,40.175,3,16.926,63.17,0,0,0.72978,0
INC-000639,2024-03-20 18:00:00,4,29.395,7,12.529,5.415,1,0,0.43565,0
INC-000640,2024-03-20 21:00:00,5,11.309,5,8.189,28.215,0,1,0.88746,0
INC-000641,2024-03-21 00:00:00,4,8.767,5,5.848,21.671,0,1,0.59836,0
INC-000642,2024-03-21 03:00:00,5,10.336,2,5.47,14.256,0,0,0.90573,0
INC-000643,2024-03-21 06:00:00,5,31.769,3,4.18,13.837,0,0,0.84013,0
INC-000644,2024-03-21 09:00:00,3,14.54,5,6.738,20.208,0,0,0.97009,0
INC-000645,2024-03-21 12:00:00,4,5.974,3,0.798,57.093,0,1,0.8428,0
INC-000646,2024-03-21 15:00:00,2,26.815,4,12.925,25.572,0,1,0.64618,0
INC-000647,2024-03-21 18:00:00,3,6.453,4,17.136,3.098,1,0,0.69193,0
INC-000648,2024-03-21 21:00:00,3,10.647,2,7.841,4.443,1,0,0.86641,0
INC-000649,2024-03-22 00:00:00,5,32.43,4,12.21,25.486,1,0,0.84158,0
INC-000650,2024-03-22 03:00:00,5,18.158,2,4.936,44.379,0,0,0.75574,0
INC-000651,2024-03-22 06:00:00,3,46.474,3,4.025,9.997,1,0,0.85396,0
INC-000652,2024-03-22 09:00:00,4,14.638,3,3.362,24.374,0,0,0.46905,0
INC-000653,2024-03-22 12:00:00,2,12.08,3,2.877,44.853,0,0,0.87518,0
INC-000654,2024-03-22 15:00:00,5,10.108,6,5.664,27.344,0,0,0.95889,0
INC-000655,2024-03-22 18:00:00,3,29.775,2,10.36,22.578,0,0,0.89213,0
INC-000656,2024-03-22 21:00:00,3,15.484,4,0.873,16.077,0,0,0.89311,0
INC-000657,2024-03-23 00:00:00,4,24.974,6,2.012,18.257,0,0,0.93535,0
INC-000658,2024-03-23 03:00:00,4,5.772,4,2.717,34.75,0,0,0.90652,0
INC-000659,2024-03-23 06:00:00,1,30.894,4,1.229,37.916,1,0,0.63366,0
INC-000660,2024-03-23 09:00:00,2,18.234,3,7.237,37.411,0,0,0.84385,0
INC-000661,2024-03-23 12:00:00,1,18.015,4,6.549,11.42,0,0,0.51221,0
INC-000662,2024-03-23 15:00:00,4,10.294,5,8.565,1.011,0,0,0.78547,0
INC-000663,2024-03-23 18:00:00,1,35.203,4,0.674,14.575,0,0,0.47536,0
INC-000664,2024-03-23 21:00:00,2,23.572,6,7.838,40.548,1,1,0.85236,0
INC-000665,2024-03-24 00:00:00,3,15.662,2,10.323,66.068,0,0,0.99388,0
INC-000666,2024-03-24 03:00:00,4,3.793,3,7.347,8.414,0,0,0.84513,0
INC-000667,2024-03-24 06:00:00,3,18.69,3,4.647,33.416,0,1,0.87217,0
INC-000668,2024-03-24 09:00:00,5,14.805,4,4.157,12.133,0,0,0.94392,0
INC-000669,2024-03-24 12:00:00,5,9.137,5,6.099,54.308,0,0,0.86288,0
INC-000670,2024-03-24 15:00:00,1,12.164,3,5.578,40.087,1,1,0.58169,0
INC-000671,2024-03-24 18:00:00,5,32.354,4,2.794,26.804,0,0,0.59749,0
INC-000672,2024-03-24 21:00:00,4,12.936,3,0.719,28.323,0,1,0.81478,0
INC-000673,2024-03-25 00:00:00,4,4.293,2,3.128,50.361,0,0,0.50041,0
INC-000674,2024-03-25 03:00:00,1,15.377,6,15.798,3.436,1,0,0.77639,0
INC-000675,2024-03-25 06:00:00,4,6.056,2,0.8,19.512,0,1,0.81537,0
INC-000676,2024-03-25 09:00:00,4,8.431,3,5.512,7.354,0,0,0.51532,0
INC-000677,2024-03-25 12:00:00,3,66.185,4,13.266,27.954,0,0,0.91866,0
INC-000678,2024-03-25 15:00:00,1,14.821,4,8.727,23.811,1,0,0.64446,0
INC-000679,2024-03-25 18:00:00,3,22.084,8,9.713,26.761,0,0,0.76086,0
INC-000680,2024-03-25 21:00:00,5,18.382,4,8.944,6.301,1,0,0.84665,0
INC-000681,2024-03-26 00:00:00,4,3.886,7,1.255,44.678,1,0,0.55974,0
INC-000682,2024-03-26 03:00:00,1,18.37,3,11.64,36.053,0,0,0.71866,0
INC-000683,2024-03-26 06:00:00,5,14.978,5,12.812,14.2,0,1,0.71898,0
INC-000684,2024-03-26 09:00:00,5,39.86,3,1.599,38.1,0,0,0.71205,1
INC-000685,2024-03-26 12:00:00,1,11.842,3,3.36,1.753,1,0,0.78098,0
INC-000686,2024-03-26 15:00:00,5,34.565,2,5.015,7.575,0,0,0.87632,0
INC-000687,2024-03-26 18:00:00,3,7.414,5,3.394,20.114,1,0,0.77976,0
INC-000688,2024-03-26 21:00:00,3,19.49,4,2.606,16.328,0,0,0.71735,0
INC-000689,2024-03-27 00:00:00,3,5.55,3,2.657,52.5,0,0,0.67966,0
INC-000690,2024-03-27 03:00:00,4,23.433,6,7.835,34.301,1,0,0.79606,0
INC-000691,2024-03-27 06:00:00,5,6.521,6,9.513,60.335,1,1,0.92339,1
INC-000692,2024-03-27 09:00:00,4,2.61,5,2.669,5.264,0,0,0.81062,0
INC-000693,2024-03-27 12:00:00,5,7.031,1,9.469,16.203,1,0,0.9074,0
INC-000694,2024-03-27 15:00:00,5,22.804,3,3.387,7.17,0,0,0.81888,0
INC-000695,2024-03-27 18:00:00,1,14.128,3,1.697,26.899,0,1,0.74513,0
INC-000696,2024-03-27 21:00:00,2,3.458,2,6.004,5.281,0,0,0.86932,0
INC-000697,2024-03-28 00:00:00,4,20.346,4,4.848,24.229,0,0,0.85086,0
INC-000698,2024-03-28 03:00:00,3,17.035,4,6.175,10.823,0,0,0.82954,0
INC-000699,2024-03-28 06:00:00,1,7.316,3,6.101,38.46,0,0,0.79092,0
INC-000700,2024-03-28 09:00:00,1,11.936,4,5.636,20.282,1,0,0.90951,0
INC-000701,2024-03-28 12:00:00,3,14.86,6,4.431,4.261,0,0,0.89915,0
INC-000702,2024-03-28 15:00:00,4,15.793,7,9.324,42.885,0,1,0.55384,0
INC-000703,2024-03-28 18:00:00,1,10.789,4,7.418,43.38,0,0,0.91362,0
INC-000704,2024-03-28 21:00:00,1,10.373,3,3.488,36.947,0,1,0.8659,0
INC-000705,2024-03-29 00:00:00,1,4.471,2,3.421,13.977,0,1,0.95817,0
INC-000706,2024-03-29 03:00:00,3,8.435,1,1.183,31.652,1,0,0.91894,0
INC-000707,2024-03-29 06:00:00,1,3.564,3,1.337,46.119,1,0,0.61794,0
INC-000708,2024-03-29 09:00:00,3,4.175,4,4.196,18.693,0,0,0.86365,0
INC-000709,2024-03-29 12:00:00,3,7.361,1,8.499,19.389,0,0,0.61675,0
INC-000710,2024-03-29 15:00:00,3,20.063,3,2.332,22.444,0,0,0.55611,0
INC-000711,2024-03-29 18:00:00,4,13.554,3,7.668,37.337,0,0,0.73615,0
INC-000712,2024-03-29 21:00:00,3,24.426,3,5.494,24.994,0,0,0.89512,0
INC-000713,2024-03-30 00:00:00,4,17.434,3,2.456,33.261,1,1,0.63578,0
INC-000714,2024-03-30 03:00:00,4,21.188,3,4.997,17.947,0,0,0.9294,0
INC-000715,2024-03-30 06:00:00,5,7.493,2,4.852,17.594,0,0,0.52246,0
INC-000716,2024-03-30 09:00:00,4,6.77,3,2.546,34.143,1,0,0.42626,0
INC-000717,2024-03-30 12:00:00,3,12.844,5,7.309,12.399,0,0,0.78499,0
INC-000718,2024-03-30 15:00:00,3,11.237,4,9.097,8.542,0,1,0.7392,0
INC-000719,2024-03-30 18:00:00,2,7.401,7,3.746,11.907,1,0,0.87807,0
INC-000720,2024-03-30 21:00:00,3,11.491,2,1.849,16.969,0,0,0.66615,0
INC-000721,2024-03-31 00:00:00,1,7.644,7,9.412,21.313,0,0,0.90801,0
INC-000722,2024-03-31 03:00:00,5,57.741,6,1.279,14.04,0,1,0.22403,0
INC-000723,2024-03-31 06:00:00,5,18.878,7,5.863,15.376,0,1,0.81897,0
INC-000724,2024-03-31 09:00:00,1,17.341,5,2.339,27.8,0,1,0.74841,0
INC-000725,2024-03-31 12:00:00,4,7.771,5,1.727,10.717,1,0,0.89598,0
INC-000726,2024-03-31 15:00:00,1,31.75,4,3.103,36.494,0,0,0.75177,0
INC-000727,2024-03-31 18:00:00,4,10.61,5,4.854,9.536,0,0,0.80049,0
INC-000728,2024-03-31 21:00:00,1,38.141,4,2.039,20.89,1,0,0.87908,0
INC-000729,2024-04-01 00:00:00,3,11.369,5,1.507,19.853,1,0,0.47338,0
INC-000730,2024-04-01 03:00:00,4,18.832,4,1.003,52.247,1,0,0.68157,0
INC-000731,2024-04-01 06:00:00,4,8.995,3,13.307,18.165,1,0,0.90892,0
INC-000732,2024-04-01 09:00:00,3,27.537,5,6.219,40.175,1,0,0.61895,0
INC-000733,2024-04-01 12:00:00,5,46.196,5,2.483,34.2,1,1,0.94302,1
INC-000734,2024-04-01 15:00:00,4,13.995,3,6.448,13.318,0,0,0.83796,0
INC-000735,2024-04-01 18:00:00,2,20.951,3,4.823,49.195,0,0,0.78923,0
INC-000736,2024-04-01 21:00:00,4,65.478,3,7.879,13.881,0,0,0.83256,0
INC-000737,2024-04-02 00:00:00,4,45.436,3,3.993,16.446,0,0,0.87572,0
INC-000738,2024-04-02 03:00:00,2,5.998,1,8.899,29.431,0,0,0.71469,0
INC-000739,2024-04-02 06:00:00,4,32.396,4,2.782,15.2,0,0,0.75967,0
INC-000740,2024-04-02 09:00:00,5,3.384,8,5.478,5.429,0,0,0.59959,0
INC-000741,2024-04-02 12:00:00,5,4.611,6,8.51,16.667,0,0,0.81757,0
INC-000742,2024-04-02 15:00:00,4,29.301,5,5.682,16.444,0,0,0.86139,0
INC-000743,2024-04-02 18:00:00,4,8.32,2,16.198,9.004,0,1,0.87709,0
INC-000744,2024-04-02 21:00:00,2,6.755,7,7.777,20.7,0,0,0.86185,0
INC-000745,2024-04-03 00:00:00,4,46.569,3,6.376,21.056,0,0,0.88451,0
INC-000746,2024-04-03 03:00:00,2,5.941,4,3.567,27.933,0,0,0.83937,0
INC-000747,2024-04-03 06:00:00,3,35.863,4,5.57,7.57,0,0,0.80233,0
INC-000748,2024-04-03 09:00:00,2,11.773,4,10.751,8.009,0,0,0.78815,0
INC-000749,2024-04-03 12:00:00,2,37.579,4,3.225,37.331,1,0,0.66949,0
INC-000750,2024-04-03 15:00:00,1,49.732,6,2.289,9.33,0,0,0.6805,0
INC-000751,2024-04-03 18:00:00,5,30.431,2,3.24,25.425,1,1,0.82815,0
INC-000752,2024-04-03 21:00:00,1,19.591,5,3.107,17.631,1,0,0.93967,0
INC-000753,2024-04-04 00:00:00,1,10.74,5,7.028,11.282,1,0,0.80693,0
INC-000754,2024-04-04 03:00:00,5,27.433,2,14.918,51.794,1,0,0.68213,0
INC-000755,2024-04-04 06:00:00,3,69.548,4,1.349,21.297,0,0,0.82377,0
INC-000756,2024-04-04 09:00:00,3,25.008,4,4.939,12.769,0,1,0.86973,0
INC-000757,2024-04-04 12:00:00,4,41.704,8,2.065,4.387,0,0,0.72559,0
INC-000758,2024-04-04 15:00:00,2,31.144,3,6.068,32.546,0,0,0.80453,0
INC-000759,2024-04-04 18:00:00,1,13.749,4,6.599,9.255,0,0,0.33472,0
INC-000760,2024-04-04 21:00:00,4,6.598,4,3.123,48.819,1,0,0.65029,0
INC-000761,2024-04-05 00:00:00,1,16.55,5,7.174,19.547,0,0,0.51962,0
INC-000762,2024-04-05 03:00:00,3,8.99,2,2.731,97.707,0,0,0.65342,0
INC-000763,2024-04-05 06:00:00,5,27.554,5,2.728,16.427,1,0,0.86703,0
INC-000764,2024-04-05 09:00:00,5,2.052,6,2.408,8.928,0,0,0.65974,0
INC-000765,2024-04-05 12:00:00,2,21.745,5,3.277,21.613,0,0,0.64684,0
INC-000766,2024-04-05 15:00:00,4,10.332,7,4.589,12.344,0,0,0.88798,0
INC-000767,2024-04-05 18:00:00,4,45.403,7,4.215,2.315,0,0,0.76811,0
INC-000768,2024-04-05 21:00:00,3,17.815,3,5.288,38.417,0,0,0.80446,0
INC-000769,2024-04-06 00:00:00,1,28.748,3,6.918,25.896,0,0,0.53416,0
INC-000770,2024-04-06 03:00:00,2,29.082,9,5.341,10.475,0,0,0.57393,0
INC-000771,2024-04-06 06:00:00,4,13.128,3,13.154,7.49,0,1,0.93959,0
INC-000772,2024-04-06 09:00:00,5,15.436,7,4.844,8.358,0,1,0.88056,0
INC-000773,2024-04-06 12:00:00,1,6.253,5,8.09,20.775,0,1,0.8816,0
INC-000774,2024-04-06 15:00:00,4,7.314,1,1.223,72.013,0,0,0.44224,0
INC-000775,2024-04-06 18:00:00,5,12.754,4,5.293,17.402,0,0,0.60496,0
INC-000776,2024-04-06 21:00:00,5,13.813,9,4.184,4.14,1,0,0.74765,0
INC-000777,2024-04-07 00:00:00,3,17.451,3,3.902,9.168,0,1,0.89283,0
INC-000778,2024-04-07 03:00:00,1,15.571,3,10.619,22.727,0,1,0.80725,0
INC-000779,2024-04-07 06:00:00,2,31.455,4,16.655,10.718,0,0,0.39132,0
INC-000780,2024-04-07 09:00:00,5,12.917,3,6.977,6.273,0,0,0.85258,0
INC-000781,2024-04-07 12:00:00,5,4.536,5,1.025,17.859,1,0,0.69494,0
INC-000782,2024-04-07 15:00:00,4,13.458,1,3.011,9.138,1,0,0.87157,0
INC-000783,2024-04-07 18:00:00,1,32.603,11,1.398,23.728,0,0,0.68732,0
INC-000784,2024-04-07 21:00:00,1,16.674,3,5.195,24.208,0,0,0.99176,0
INC-000785,2024-04-08 00:00:00,3,1.945,5,6.347,29.873,0,0,0.86064,0
INC-000786,2024-04-08 03:00:00,3,12.084,6,1.152,33.634,1,0,0.7179,0
INC-000787,2024-04-08 06:00:00,1,21.669,4,11.951,10.219,0,0,0.8263,0
INC-000788,2024-04-08 09:00:00,4,22.759,6,1.745,37.943,0,1,0.78586,0
INC-000789,2024-04-08 12:00:00,3,30.727,9,6.136,15.046,1,0,0.73562,0
INC-000790,2024-04-08 15:00:00,1,22.041,1,11.774,3.046,0,0,0.74848,0
INC-000791,2024-04-08 18:00:00,1,1.777,6,5.275,34.951,1,0,0.87212,0
INC-000792,2024-04-08 21:00:00,3,23.195,3,2.614,51.276,0,0,0.80581,0
INC-000793,2024-04-09 00:00:00,4,3.857,2,2.495,17.045,1,1,0.80173,0
INC-000794,2024-04-09 03:00:00,5,3.425,4,5.383,39.386,1,0,0.98287,0
INC-000795,2024-04-09 06:00:00,3,39.753,9,8.115,18.068,0,0,0.78473,0
INC-000796,2024-04-09 09:00:00,2,27.269,3,5.984,12.501,0,0,0.69739,0
INC-000797,2024-04-09 12:00:00,5,2.675,4,2.453,18.295,0,0,0.44974,0
INC-000798,2024-04-09 15:00:00,3,7.374,2,4.121,19.834,0,0,0.80122,0
INC-000799,2024-04-09 18:00:00,2,22.28,4,2.195,22.797,0,0,0.8176,0
INC-000800,2024-04-09 21:00:00,3,18.083,2,2.176,15.672,1,0,0.60581,0
INC-000801,2024-04-10 00:00:00,1,16.667,5,2.086,33.905,1,0,0.60929,0
INC-000802,2024-04-10 03:00:00,2,9.362,1,3.457,28.757,1,0,0.77624,0
INC-000803,2024-04-10 06:00:00,3,26.7,5,4.461,8.345,0,0,0.77211,0
INC-000804,2024-04-10 09:00:00,5,29.99,2,4.864,13.303,0,1,0.8966,0
INC-000805,2024-04-10 12:00:00,4,47.377,6,5.758,32.622,0,0,0.56429,0
INC-000806,2024-04-10 15:00:00,4,5.287,6,2.572,17.751,0,0,0.7455,0
INC-000807,2024-04-10 18:00:00,3,12.932,2,4.535,10.77,0,0,0.88916,0
INC-000808,2024-04-10 21:00:00,1,20.954,2,4.965,17.284,0,0,0.64966,0
INC-000809,2024-04-11 00:00:00,2,21.344,4,9.99,5.14,0,0,0.85555,0
INC-000810,2024-04-11 03:00:00,5,12.933,5,1.196,46.631,0,0,0.83678,0
INC-000811,2024-04-11 06:00:00,1,7.692,8,1.465,20.358,0,1,0.71727,0
INC-000812,2024-04-11 09:00:00,5,15.162,6,6.745,12.323,0,0,0.67603,0
INC-000813,2024-04-11 12:00:00,4,10.63,5,7.259,4.894,0,0,0.64511,0
INC-000814,2024-04-11 15:00:00,2,55.122,5,6.766,62.449,1,1,0.77828,1
INC-000815,2024-04-11 18:00:00,4,18.003,3,6.716,4.44,0,0,0.96387,0
INC-000816,2024-04-11 21:00:00,5,7.194,8,14.975,26.656,0,0,0.87316,0
INC-000817,2024-04-12 00:00:00,1,15.03,4,9.219,15.742,0,0,0.80586,0
INC-000818,2024-04-12 03:00:00,1,5.744,6,1.306,17.288,0,0,0.9286,0
INC-000819,2024-04-12 06:00:00,4,25.81,4,3.732,18.9,0,0,0.82242,0
INC-000820,2024-04-12 09:00:00,5,20.423,4,3.575,12.783,0,1,0.64372,0
INC-000821,2024-04-12 12:00:00,1,22.153,6,4.232,19.953,1,0,0.89332,0
INC-000822,2024-04-12 15:00:00,4,5.799,5,3.239,22.247,0,0,0.84821,0
INC-000823,2024-04-12 18:00:00,1,8.548,7,1.874,31.166,0,1,0.8805,0
INC-000824,2024-04-12 21:00:00,4,7.281,8,5.041,28.819,0,0,0.97752,0
INC-000825,2024-04-13 00:00:00,4,6.961,3,10.454,8.468,1,0,0.86872,0
INC-000826,2024-04-13 03:00:00,1,16.757,4,3.167,10.026,0,1,0.57783,0
INC-000827,2024-04-13 06:00:00,4,4.754,3,5.738,38.031,1,0,0.88878,0
INC-000828,2024-04-13 09:00:00,5,16.743,4,4.328,14.126,1,0,0.7393,0
INC-000829,2024-04-13 12:00:00,5,30.062,5,6.722,25.539,1,0,0.52132,0
INC-000830,2024-04-13 15:00:00,1,2.325,2,4.049,43.583,0,0,0.76366,0
INC-000831,2024-04-13 18:00:00,2,18.736,5,2.823,20.829,0,1,0.68303,0
INC-000832,2024-04-13 21:00:00,2,4.349,3,3.306,8.139,1,0,0.57265,0
INC-000833,2024-04-14 00:00:00,3,33.69,5,10.18,8.285,1,1,0.96489,0
INC-000834,2024-04-14 03:00:00,1,3.028,2,4.746,15.67,1,0,0.91093,0
INC-000835,2024-04-14 06:00:00,5,15.351,4,4.633,15.714,1,0,0.7288,0
INC-000836,2024-04-14 09:00:00,4,25.567,3,9.962,7.049,0,1,0.5922,0
INC-000837,2024-04-14 12:00:00,5,16.87,5,11.256,9.554,0,1,0.81898,0
INC-000838,2024-04-14 15:00:00,1,12.407,3,0.775,29.082,0,1,0.76147,0
INC-000839,2024-04-14 18:00:00,1,4.992,6,1.51,38.494,0,0,0.67461,0
INC-000840,2024-04-14 21:00:00,5,15.578,3,8.024,14.467,0,0,0.69977,0
INC-000841,2024-04-15 00:00:00,2,21.756,10,4.913,0.444,0,0,0.71645,0
INC-000842,2024-04-15 03:00:00,4,59.331,4,11.289,27.429,0,0,0.94993,0
INC-000843,2024-04-15 06:00:00,5,31.624,4,1.222,3.728,0,1,0.58332,0
INC-000844,2024-04-15 09:00:00,1,12.493,3,5.445,5.479,0,1,0.85344,0
INC-000845,2024-04-15 12:00:00,1,39.012,2,6.981,16.996,0,0,0.75973,0
INC-000846,2024-04-15 15:00:00,1,10.977,6,3.634,45.104,0,0,0.73448,0
INC-000847,2024-04-15 18:00:00,1,18.626,3,7.707,32.205,0,1,0.84865,0
INC-000848,2024-04-15 21:00:00,1,38.143,4,8.138,29.921,1,0,0.75276,0
INC-000849,2024-04-16 00:00:00,5,8.272,5,4.38,17.139,0,0,0.91335,0
INC-000850,2024-04-16 03:00:00,4,10.406,4,4.162,6.479,0,0,0.63522,0
INC-000851,2024-04-16 06:00:00,5,24.904,5,8.701,40.668,0,0,0.91586,0
INC-000852,2024-04-16 09:00:00,5,43.224,8,5.375,6.686,0,1,0.74636,1
INC-000853,2024-04-16 12:00:00,5,21.393,4,6.65,25.056,0,0,0.55635,0
INC-000854,2024-04-16 15:00:00,2,38.455,3,5.356,21.849,1,0,0.89918,0
INC-000855,2024-04-16 18:00:00,2,52.543,2,5.163,5.894,0,0,0.96473,0
INC-000856,2024-04-16 21:00:00,5,51.155,1,4.158,3.592,1,0,0.79709,0
INC-000857,2024-04-17 00:00:00,2,23.466,2,6.968,29.881,0,1,0.76338,0
INC-000858,2024-04-17 03:00:00,1,24.182,5,2.433,19.595,0,1,0.83003,0
INC-000859,2024-04-17 06:00:00,4,35.773,4,1.276,40.486,1,0,0.80275,0
INC-000860,2024-04-17 09:00:00,5,3.973,2,4.642,24.214,1,1,0.97717,0
INC-000861,2024-04-17 12:00:00,5,6.157,4,11.418,22.09,0,0,0.7007,0
INC-000862,2024-04-17 15:00:00,5,10.571,3,5.387,2.392,0,0,0.49611,0
INC-000863,2024-04-17 18:00:00,1,19.67,5,3.883,21.606,0,0,0.65935,0
INC-000864,2024-04-17 21:00:00,4,7.88,3,3.519,18.029,0,0,0.64637,0
INC-000865,2024-04-18 00:00:00,5,33.415,10,3.347,24.455,0,0,0.87405,0
INC-000866,2024-04-18 03:00:00,4,13.738,3,0.63,18.044,0,1,0.68839,0
INC-000867,2024-04-18 06:00:00,5,6.721,5,10.355,17.679,0,0,0.69243,0
INC-000868,2024-04-18 09:00:00,5,22.1,4,3.096,16.83,1,0,0.4533,0
INC-000869,2024-04-18 12:00:00,3,7.395,2,4.711,11.265,0,1,0.90771,0
INC-000870,2024-04-18 15:00:00,1,20.895,4,3.716,29.61,1,0,0.8437,0
INC-000871,2024-04-18 18:00:00,3,27.356,6,2.715,93.768,0,0,0.79603,0
INC-000872,2024-04-18 21:00:00,2,45.958,3,10.725,6.27,0,0,0.95275,0
INC-000873,2024-04-19 00:00:00,1,12.952,3,1.972,8.687,0,0,0.80952,0
INC-000874,2024-04-19 03:00:00,1,9.217,7,7.15,29.526,0,0,0.82158,0
INC-000875,2024-04-19 06:00:00,4,19.27,3,1.43,15.295,0,0,0.65798,0
INC-000876,2024-04-19 09:00:00,3,18.413,3,4.197,12.98,0,1,0.66492,0
INC-000877,2024-04-19 12:00:00,3,45.616,5,9.715,3.616,0,0,0.66336,0
INC-000878,2024-04-19 15:00:00,4,22.295,5,3.25,9.175,0,0,0.77402,0
INC-000879,2024-04-19 18:00:00,3,6.248,3,6.711,7.871,0,0,0.92267,0
INC-000880,2024-04-19 21:00:00,4,36.845,6,3.14,3.836,0,0,0.82054,0
INC-000881,2024-04-20 00:00:00,1,25.273,1,3.648,36.925,0,0,0.42664,0
INC-000882,2024-04-20 03:00:00,5,13.395,4,7.837,20.855,0,0,0.69464,0
INC-000883,2024-04-20 06:00:00,3,10.324,4,6.821,87.897,0,0,0.88396,0
INC-000884,2024-04-20 09:00:00,1,7.21,3,11.518,22.545,0,0,0.61809,0
INC-000885,2024-04-20 12:00:00,5,13.982,7,3.244,6.804,1,0,0.79195,0
INC-000886,2024-04-20 15:00:00,4,28.835,4,5.948,24.122,1,0,0.7264,0
INC-000887,2024-04-20 18:00:00,1,14.718,4,4.921,27.929,0,0,0.85772,0
INC-000888,2024-04-20 21:00:00,1,35.387,6,6.069,12.057,0,0,0.84079,0
INC-000889,2024-04-21 00:00:00,1,23.739,4,9.211,27.31,1,0,0.75771,0
INC-000890,2024-04-21 03:00:00,2,40.431,1,2.83,26.829,0,0,0.75426,0
INC-000891,2024-04-21 06:00:00,1,5.551,2,5.782,9.679,0,1,0.35877,0
INC-000892,2024-04-21 09:00:00,4,13.379,5,10.652,30.975,0,0,0.94767,0
INC-000893,2024-04-21 12:00:00,3,9.564,6,4.929,23.385,0,0,0.85396,0
INC-000894,2024-04-21 15:00:00,5,10.508,4,7.803,19.409,0,0,0.54764,0
INC-000895,2024-04-21 18:00:00,4,19.622,4,1.024,20.909,1,0,0.81104,0
INC-000896,2024-04-21 21:00:00,4,4.092,5,5.094,6.738,0,0,0.78583,0
INC-000897,2024-04-22 00:00:00,3,30.492,3,3.395,47.781,0,0,0.8365,0
INC-000898,2024-04-22 03:00:00,1,3.172,7,6.756,15.113,0,0,0.74739,0
INC-000899,2024-04-22 06:00:00,1,61.824,9,5.814,13.932,0,0,0.76407,0
INC-000900,2024-04-22 09:00:00,4,18.84,1,2.481,24.797,1,0,0.5583,0
INC-000901,2024-04-22 12:00:00,1,30.797,3,1.57,79.525,1,1,0.73309,0
INC-000902,2024-04-22 15:00:00,1,20.695,3,15.39,31.879,1,0,0.75204,0
INC-000903,2024-04-22 18:00:00,2,5.976,6,6.149,15.314,0,0,0.66564,0
INC-000904,2024-04-22 21:00:00,5,8.87,2,6.046,24.577,1,0,0.94921,0
INC-000905,2024-04-23 00:00:00,3,14.133,5,2.78,24.464,0,0,0.7678,0
